Sending build context to Docker daemon  2.659MB
Step 1/47 : FROM nciccbr/ccbr_ubuntu_base_20.04:v2.1
v2.1: Pulling from nciccbr/ccbr_ubuntu_base_20.04
3b65ec22a9e9: Pulling fs layer
10ceb438865c: Pulling fs layer
aab707835907: Pulling fs layer
625b0c14d41b: Pulling fs layer
375fd82da226: Pulling fs layer
4faae6904470: Pulling fs layer
3a0584074529: Pulling fs layer
0d62c252c62e: Pulling fs layer
8aec5b04915d: Pulling fs layer
eb35dcebf5f0: Pulling fs layer
9120fb1fc8cb: Pulling fs layer
f4783e0118a3: Pulling fs layer
db35d98d120e: Pulling fs layer
870ae27479ac: Pulling fs layer
9b3ac3b90fd5: Pulling fs layer
1e855a499ff2: Pulling fs layer
17d743a62b4c: Pulling fs layer
331e2137023c: Pulling fs layer
938169d3fa53: Pulling fs layer
67aec46cc9bc: Pulling fs layer
733443d9da67: Pulling fs layer
86c9aea85eab: Pulling fs layer
77d76b322aa3: Pulling fs layer
eddd13839d27: Pulling fs layer
92bf6f086eef: Pulling fs layer
6c7b675a2d94: Pulling fs layer
5a583f00ebb8: Pulling fs layer
0a2aafdee47b: Pulling fs layer
71de21edbf84: Pulling fs layer
1e855a499ff2: Waiting
17d743a62b4c: Waiting
331e2137023c: Waiting
938169d3fa53: Waiting
67aec46cc9bc: Waiting
733443d9da67: Waiting
86c9aea85eab: Waiting
77d76b322aa3: Waiting
eddd13839d27: Waiting
625b0c14d41b: Waiting
92bf6f086eef: Waiting
6c7b675a2d94: Waiting
5a583f00ebb8: Waiting
375fd82da226: Waiting
4faae6904470: Waiting
3a0584074529: Waiting
0d62c252c62e: Waiting
8aec5b04915d: Waiting
eb35dcebf5f0: Waiting
9120fb1fc8cb: Waiting
f4783e0118a3: Waiting
db35d98d120e: Waiting
870ae27479ac: Waiting
9b3ac3b90fd5: Waiting
0a2aafdee47b: Waiting
71de21edbf84: Waiting
  inflating: FastQC/Help/3 Analysis Modules/.svn/prop-base/kmer_profiles.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/per_base_gc_content.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/per_base_n_content.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/per_base_quality.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/per_base_sequence_content.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/per_sequence_gc_content.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/per_sequence_quality.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/per_tile_quality.png.svn-base  
 extracting: FastQC/Help/3 Analysis Modules/.svn/prop-base/sequence_length_distribution.png.svn-base  
   creating: FastQC/Help/3 Analysis Modules/.svn/props/
   creating: FastQC/Help/3 Analysis Modules/.svn/text-base/
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/1 Basic Statistics.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/10 Adapter Content.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/11 Kmer Content.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/12 Per Tile Sequence Quality.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/2 Per Base Sequence Quality.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/3 Per Sequence Quality Scores.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/4 Per Base Sequence Content.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/5 Per Sequence GC Content.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/6 Per Base N Content.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/7 Sequence Length Distribution.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/8 Duplicate Sequences.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/9 Overrepresented Sequences.html.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/duplication_levels.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/kmer_profiles.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/per_base_gc_content.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/per_base_n_content.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/per_base_quality.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/per_base_sequence_content.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/per_sequence_gc_content.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/per_sequence_quality.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/per_tile_quality.png.svn-base  
  inflating: FastQC/Help/3 Analysis Modules/.svn/text-base/sequence_length_distribution.png.svn-base  
   creating: FastQC/Help/3 Analysis Modules/.svn/tmp/
   creating: FastQC/Help/3 Analysis Modules/.svn/tmp/props/
  inflating: FastQC/Help/3 Analysis Modules/1 Basic Statistics.html  
  inflating: FastQC/Help/3 Analysis Modules/10 Adapter Content.html  
  inflating: FastQC/Help/3 Analysis Modules/11 Kmer Content.html  
  inflating: FastQC/Help/3 Analysis Modules/12 Per Tile Sequence Quality.html  
  inflating: FastQC/Help/3 Analysis Modules/2 Per Base Sequence Quality.html  
  inflating: FastQC/Help/3 Analysis Modules/3 Per Sequence Quality Scores.html  
  inflating: FastQC/Help/3 Analysis Modules/4 Per Base Sequence Content.html  
  inflating: FastQC/Help/3 Analysis Modules/5 Per Sequence GC Content.html  
  inflating: FastQC/Help/3 Analysis Modules/6 Per Base N Content.html  
  inflating: FastQC/Help/3 Analysis Modules/7 Sequence Length Distribution.html  
  inflating: FastQC/Help/3 Analysis Modules/8 Duplicate Sequences.html  
  inflating: FastQC/Help/3 Analysis Modules/9 Overrepresented Sequences.html  
  inflating: FastQC/Help/3 Analysis Modules/duplication_levels.png  
  inflating: FastQC/Help/3 Analysis Modules/kmer_profiles.png  
  inflating: FastQC/Help/3 Analysis Modules/per_base_gc_content.png  
  inflating: FastQC/Help/3 Analysis Modules/per_base_n_content.png  
  inflating: FastQC/Help/3 Analysis Modules/per_base_quality.png  
  inflating: FastQC/Help/3 Analysis Modules/per_base_sequence_content.png  
  inflating: FastQC/Help/3 Analysis Modules/per_sequence_gc_content.png  
  inflating: FastQC/Help/3 Analysis Modules/per_sequence_quality.png  
  inflating: FastQC/Help/3 Analysis Modules/per_tile_quality.png  
  inflating: FastQC/Help/3 Analysis Modules/sequence_length_distribution.png  
  inflating: FastQC/INSTALL.txt      
  inflating: FastQC/jbzip2-0.9.jar   
  inflating: FastQC/LICENSE          
  inflating: FastQC/LICENSE.txt      
  inflating: FastQC/LICENSE_JHDF5.txt  
   creating: FastQC/net/
   creating: FastQC/net/sourceforge/
   creating: FastQC/net/sourceforge/iharder/
   creating: FastQC/net/sourceforge/iharder/base64/
  inflating: FastQC/net/sourceforge/iharder/base64/Base64$1.class  
  inflating: FastQC/net/sourceforge/iharder/base64/Base64$InputStream.class  
  inflating: FastQC/net/sourceforge/iharder/base64/Base64$OutputStream.class  
  inflating: FastQC/net/sourceforge/iharder/base64/Base64.class  
   creating: FastQC/org/
   creating: FastQC/org/apache/
   creating: FastQC/org/apache/commons/
   creating: FastQC/org/apache/commons/math3/
   creating: FastQC/org/apache/commons/math3/analysis/
   creating: FastQC/org/apache/commons/math3/analysis/solvers/
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/AbstractUnivariateSolver.class  
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/AllowedSolution.class  
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/BaseAbstractUnivariateSolver.class  
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/BaseUnivariateSolver.class  
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/BracketedUnivariateSolver.class  
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/BrentSolver.class  
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/UnivariateSolver.class  
  inflating: FastQC/org/apache/commons/math3/analysis/solvers/UnivariateSolverUtils.class  
  inflating: FastQC/org/apache/commons/math3/analysis/UnivariateFunction.class  
   creating: FastQC/org/apache/commons/math3/distribution/
  inflating: FastQC/org/apache/commons/math3/distribution/AbstractIntegerDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/AbstractRealDistribution$1.class  
  inflating: FastQC/org/apache/commons/math3/distribution/AbstractRealDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/BetaDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/BinomialDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/CauchyDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/ChiSquaredDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/FDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/GammaDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/HypergeometricDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/IntegerDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/NormalDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/PascalDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/PoissonDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/RealDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/SaddlePointExpansion.class  
  inflating: FastQC/org/apache/commons/math3/distribution/TDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/WeibullDistribution.class  
  inflating: FastQC/org/apache/commons/math3/distribution/ZipfDistribution.class  
   creating: FastQC/org/apache/commons/math3/exception/
  inflating: FastQC/org/apache/commons/math3/exception/ConvergenceException.class  
  inflating: FastQC/org/apache/commons/math3/exception/DimensionMismatchException.class  
  inflating: FastQC/org/apache/commons/math3/exception/MathArithmeticException.class  
  inflating: FastQC/org/apache/commons/math3/exception/MathIllegalArgumentException.class  
  inflating: FastQC/org/apache/commons/math3/exception/MathIllegalNumberException.class  
  inflating: FastQC/org/apache/commons/math3/exception/MathIllegalStateException.class  
  inflating: FastQC/org/apache/commons/math3/exception/MathInternalError.class  
  inflating: FastQC/org/apache/commons/math3/exception/MaxCountExceededException.class  
  inflating: FastQC/org/apache/commons/math3/exception/NoBracketingException.class  
  inflating: FastQC/org/apache/commons/math3/exception/NotFiniteNumberException.class  
  inflating: FastQC/org/apache/commons/math3/exception/NotPositiveException.class  
  inflating: FastQC/org/apache/commons/math3/exception/NotStrictlyPositiveException.class  
  inflating: FastQC/org/apache/commons/math3/exception/NullArgumentException.class  
  inflating: FastQC/org/apache/commons/math3/exception/NumberIsTooLargeException.class  
  inflating: FastQC/org/apache/commons/math3/exception/NumberIsTooSmallException.class  
  inflating: FastQC/org/apache/commons/math3/exception/OutOfRangeException.class  
  inflating: FastQC/org/apache/commons/math3/exception/TooManyEvaluationsException.class  
   creating: FastQC/org/apache/commons/math3/exception/util/
  inflating: FastQC/org/apache/commons/math3/exception/util/ArgUtils.class  
  inflating: FastQC/org/apache/commons/math3/exception/util/ExceptionContext.class  
  inflating: FastQC/org/apache/commons/math3/exception/util/ExceptionContextProvider.class  
  inflating: FastQC/org/apache/commons/math3/exception/util/Localizable.class  
  inflating: FastQC/org/apache/commons/math3/exception/util/LocalizedFormats.class  
   creating: FastQC/org/apache/commons/math3/random/
  inflating: FastQC/org/apache/commons/math3/random/AbstractWell.class  
  inflating: FastQC/org/apache/commons/math3/random/BitsStreamGenerator.class  
  inflating: FastQC/org/apache/commons/math3/random/RandomData.class  
  inflating: FastQC/org/apache/commons/math3/random/RandomDataImpl.class  
  inflating: FastQC/org/apache/commons/math3/random/RandomGenerator.class  
  inflating: FastQC/org/apache/commons/math3/random/Well19937c.class  
   creating: FastQC/org/apache/commons/math3/special/
  inflating: FastQC/org/apache/commons/math3/special/Beta$1.class  
  inflating: FastQC/org/apache/commons/math3/special/Beta.class  
  inflating: FastQC/org/apache/commons/math3/special/Erf.class  
  inflating: FastQC/org/apache/commons/math3/special/Gamma$1.class  
  inflating: FastQC/org/apache/commons/math3/special/Gamma.class  
   creating: FastQC/org/apache/commons/math3/util/
  inflating: FastQC/org/apache/commons/math3/util/ArithmeticUtils.class  
  inflating: FastQC/org/apache/commons/math3/util/ContinuedFraction.class  
  inflating: FastQC/org/apache/commons/math3/util/DoubleArray.class  
  inflating: FastQC/org/apache/commons/math3/util/FastMath$ExpFracTable.class  
  inflating: FastQC/org/apache/commons/math3/util/FastMath$ExpIntTable.class  
  inflating: FastQC/org/apache/commons/math3/util/FastMath$lnMant.class  
  inflating: FastQC/org/apache/commons/math3/util/FastMath.class  
  inflating: FastQC/org/apache/commons/math3/util/FastMathCalc.class  
  inflating: FastQC/org/apache/commons/math3/util/FastMathLiteralArrays.class  
  inflating: FastQC/org/apache/commons/math3/util/Incrementor$1.class  
  inflating: FastQC/org/apache/commons/math3/util/Incrementor$MaxCountExceededCallback.class  
  inflating: FastQC/org/apache/commons/math3/util/Incrementor.class  
  inflating: FastQC/org/apache/commons/math3/util/MathUtils.class  
  inflating: FastQC/org/apache/commons/math3/util/Precision.class  
  inflating: FastQC/org/apache/commons/math3/util/ResizableDoubleArray.class  
  inflating: FastQC/README.md        
  inflating: FastQC/README.txt       
  inflating: FastQC/RELEASE_NOTES.txt  
  inflating: FastQC/run_fastqc.bat   
  inflating: FastQC/sam-1.103.jar    
   creating: FastQC/Templates/
  inflating: FastQC/Templates/fastqc2fo.xsl  
  inflating: FastQC/Templates/header_template.html  
   creating: FastQC/Templates/Icons/
 extracting: FastQC/Templates/Icons/error.png  
 extracting: FastQC/Templates/Icons/fastqc_icon.png  
 extracting: FastQC/Templates/Icons/tick.png  
 extracting: FastQC/Templates/Icons/warning.png  
   creating: FastQC/uk/
   creating: FastQC/uk/ac/
   creating: FastQC/uk/ac/babraham/
   creating: FastQC/uk/ac/babraham/FastQC/
   creating: FastQC/uk/ac/babraham/FastQC/Analysis/
  inflating: FastQC/uk/ac/babraham/FastQC/Analysis/AnalysisListener.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Analysis/AnalysisQueue.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Analysis/AnalysisRunner.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Analysis/OfflineRunner.class  
   creating: FastQC/uk/ac/babraham/FastQC/Dialogs/
  inflating: FastQC/uk/ac/babraham/FastQC/Dialogs/AboutDialog$1.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Dialogs/AboutDialog.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Dialogs/FastQCTitlePanel$SmoothJLabel.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Dialogs/FastQCTitlePanel.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Dialogs/WelcomePanel.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FastQCApplication$1.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FastQCApplication.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FastQCConfig.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FastQCMenuBar.class  
   creating: FastQC/uk/ac/babraham/FastQC/FileFilters/
  inflating: FastQC/uk/ac/babraham/FastQC/FileFilters/BAMFileFilter.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FileFilters/CasavaFastQFileFilter.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FileFilters/FastQFileFilter.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FileFilters/GobyFileFilter.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FileFilters/MappedBAMFileFilter.class  
  inflating: FastQC/uk/ac/babraham/FastQC/FileFilters/SequenceFileFilter.class  
   creating: FastQC/uk/ac/babraham/FastQC/Graphs/
  inflating: FastQC/uk/ac/babraham/FastQC/Graphs/BaseGroup.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Graphs/LineGraph.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Graphs/QualityBoxPlot.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Graphs/TileGraph.class  
   creating: FastQC/uk/ac/babraham/FastQC/Help/
  inflating: FastQC/uk/ac/babraham/FastQC/Help/HelpDialog.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Help/HelpIndexRoot$FileSorter.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Help/HelpIndexRoot.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Help/HelpPage.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Help/HelpPageDisplay$HelpEditor.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Help/HelpPageDisplay.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Help/HelpSearchPanel.class  
   creating: FastQC/uk/ac/babraham/FastQC/Modules/
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/AbstractQCModule.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/AdapterContent$Adapter.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/AdapterContent$ResultsTable.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/AdapterContent.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/BasicStats$ResultsTable.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/BasicStats.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/DuplicationLevel.class  
   creating: FastQC/uk/ac/babraham/FastQC/Modules/GCModel/
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/GCModel/GCModel.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/GCModel/GCModelValue.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/KmerContent$Kmer.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/KmerContent$ResultsTable.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/KmerContent.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/ModuleConfig.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/ModuleFactory.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/NContent.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/OverRepresentedSeqs$OverrepresentedSeq.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/OverRepresentedSeqs$ResultsTable.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/OverRepresentedSeqs.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/PerBaseQualityScores.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/PerBaseSequenceContent.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/PerSequenceGCContent.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/PerSequenceQualityScores.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/PerTileQualityScores.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/QCModule.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Modules/SequenceLengthDistribution.class  
   creating: FastQC/uk/ac/babraham/FastQC/Report/
  inflating: FastQC/uk/ac/babraham/FastQC/Report/HTMLReportArchive.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Report/stylesheet.txt  
   creating: FastQC/uk/ac/babraham/FastQC/Resources/
 extracting: FastQC/uk/ac/babraham/FastQC/Resources/error.png  
 extracting: FastQC/uk/ac/babraham/FastQC/Resources/fastqc_icon.png  
  inflating: FastQC/uk/ac/babraham/FastQC/Resources/fastqc_icon.svg  
 extracting: FastQC/uk/ac/babraham/FastQC/Resources/fastqc_icon_100.png  
 extracting: FastQC/uk/ac/babraham/FastQC/Resources/tick.png  
 extracting: FastQC/uk/ac/babraham/FastQC/Resources/warning.png  
   creating: FastQC/uk/ac/babraham/FastQC/Results/
  inflating: FastQC/uk/ac/babraham/FastQC/Results/ResultsPanel$ModuleRenderer.class  
  inflating: FastQC/uk/ac/babraham/FastQC/Results/ResultsPanel.class  
   creating: FastQC/uk/ac/babraham/FastQC/Sequence/
